<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2024.05.04	14:00:00	1.02836	1.02879	1.02762	1.02783	2841
2024.05.04	15:00:00	1.02783	1.02796	1.02638	1.02704	547
2024.05.04	16:00:00	1.02704	1.02884	1.02622	1.02842	1687
2024.05.04	17:00:00	1.02842	1.02891	1.02833	1.02888	4277
2024.05.04	18:00:00	1.02888	1.02906	1.02835	1.02862	2800
2024.05.04	19:00:00	1.02862	1.02992	1.02858	1.02934	3664
2024.05.04	20:00:00	1.02934	1.03007	1.02908	1.02971	3927
2024.05.04	21:00:00	1.02971	1.03116	1.02960	1.03087	3024
2024.05.04	22:00:00	1.03087	1.03096	1.02960	1.02987	3098
2024.05.04	23:00:00	1.02987	1.03017	1.02956	1.02965	1562
2024.05.05	00:00:00	1.02965	1.02993	1.02896	1.02931	1621
2024.05.05	01:00:00	1.02931	1.02996	1.02786	1.02804	1171
2024.05.05	02:00:00	1.02804	1.02928	1.02786	1.02865	1839
2024.05.05	03:00:00	1.02865	1.02878	1.02809	1.02843	3327
2024.05.05	04:00:00	1.02843	1.02890	1.02830	1.02883	4677
2024.05.05	05:00:00	1.02883	1.03082	1.02867	1.03024	2479
2024.05.05	06:00:00	1.03024	1.03048	1.02958	1.02997	3209
2024.05.05	07:00:00	1.02997	1.03013	1.02932	1.02966	4377
2024.05.05	08:00:00	1.02966	1.02984	1.02943	1.02968	3548
2024.05.05	09:00:00	1.02968	1.03030	1.02906	1.03024	1680
2024.05.05	10:00:00	1.03024	1.03050	1.02977	1.02984	1765
2024.05.05	11:00:00	1.02984	1.03043	1.02938	1.02940	3368
2024.05.05	12:00:00	1.02940	1.03019	1.02933	1.03000	1795
2024.05.05	13:00:00	1.03000	1.03050	1.02954	1.03018	1619
2024.05.05	14:00:00	1.03018	1.03022	1.02840	1.02887	3163
2024.05.05	15:00:00	1.02887	1.02892	1.02761	1.02806	3363
2024.05.05	16:00:00	1.02806	1.02942	1.02805	1.02893	1639
2024.05.05	17:00:00	1.02893	1.02937	1.02858	1.02913	717
2024.05.05	18:00:00	1.02913	1.02944	1.02784	1.02861	3956
2024.05.05	19:00:00	1.02861	1.02862	1.02811	1.02845	2262
2024.05.05	20:00:00	1.02845	1.02905	1.02823	1.02841	3348
2024.05.05	21:00:00	1.02841	1.02933	1.02784	1.02881	1277
2024.05.05	22:00:00	1.02881	1.02889	1.02771	1.02792	1914
2024.05.05	23:00:00	1.02792	1.02803	1.02679	1.02735	3226
2024.05.06	00:00:00	1.02735	1.02767	1.02676	1.02747	1058
2024.05.06	01:00:00	1.02747	1.02754	1.02699	1.02736	1925
2024.05.06	02:00:00	1.02736	1.02833	1.02712	1.02766	3735
2024.05.06	03:00:00	1.02766	1.02769	1.02653	1.02685	3971
2024.05.06	04:00:00	1.02685	1.02718	1.02580	1.02702	2088
2024.05.06	05:00:00	1.02702	1.02782	1.02672	1.02764	1015
2024.05.06	06:00:00	1.02764	1.02837	1.02706	1.02789	617
2024.05.06	07:00:00	1.02789	1.02814	1.02788	1.02792	3002
2024.05.06	08:00:00	1.02792	1.02825	1.02731	1.02781	3621
2024.05.06	09:00:00	1.02781	1.02825	1.02720	1.02724	3171
2024.05.06	10:00:00	1.02724	1.02776	1.02715	1.02715	2323
2024.05.06	11:00:00	1.02715	1.02792	1.02672	1.02787	599
2024.05.06	12:00:00	1.02787	1.02833	1.02762	1.02775	1517
2024.05.06	13:00:00	1.02775	1.02861	1.02677	1.02715	661
2024.05.06	14:00:00	1.02715	1.02796	1.02670	1.02679	2580
2024.05.06	15:00:00	1.02679	1.02704	1.02658	1.02687	1887
2024.05.06	16:00:00	1.02687	1.02692	1.02653	1.02658	819
2024.05.06	17:00:00	1.02658	1.02706	1.02658	1.02683	3240
2024.05.06	18:00:00	1.02683	1.02739	1.02675	1.02710	2166
2024.05.06	19:00:00	1.02710	1.02771	1.02666	1.02760	4831
2024.05.06	20:00:00	1.02760	1.02883	1.02749	1.02843	2378
2024.05.06	21:00:00	1.02843	1.02920	1.02787	1.02899	908
2024.05.06	22:00:00	1.02899	1.02969	1.02814	1.02836	3672
2024.05.06	23:00:00	1.02836	1.02857	1.02769	1.02775	3664
2024.05.07	00:00:00	1.02775	1.02854	1.02721	1.02766	4681
2024.05.07	01:00:00	1.02766	1.02802	1.02681	1.02733	3617
2024.05.07	02:00:00	1.02733	1.02805	1.02586	1.02657	2127
2024.05.07	03:00:00	1.02657	1.02762	1.02620	1.02625	3512
2024.05.07	04:00:00	1.02625	1.02648	1.02560	1.02591	4091
2024.05.07	05:00:00	1.02591	1.02650	1.02486	1.02544	2822
2024.05.07	06:00:00	1.02544	1.02545	1.02502	1.02520	4076
2024.05.07	07:00:00	1.02520	1.02629	1.02477	1.02587	4850
2024.05.07	08:00:00	1.02587	1.02622	1.02584	1.02594	3896
2024.05.07	09:00:00	1.02594	1.02766	1.02473	1.02741	2757
2024.05.07	10:00:00	1.02741	1.02757	1.02729	1.02747	2718
2024.05.07	11:00:00	1.02747	1.02810	1.02689	1.02724	4272
2024.05.07	12:00:00	1.02724	1.02741	1.02702	1.02719	4427
2024.05.07	13:00:00	1.02719	1.02767	1.02698	1.02729	1681
2024.05.07	14:00:00	1.02729	1.02838	1.02691	1.02751	544
2024.05.07	15:00:00	1.02751	1.02877	1.02667	1.02874	4128
2024.05.07	16:00:00	1.02874	1.02890	1.02774	1.02817	1562
2024.05.07	17:00:00	1.02817	1.02874	1.02803	1.02865	4984
2024.05.07	18:00:00	1.02865	1.02911	1.02849	1.02872	662
2024.05.07	19:00:00	1.02872	1.02887	1.02758	1.02770	4595
2024.05.07	20:00:00	1.02770	1.02815	1.02709	1.02813	3551
2024.05.07	21:00:00	1.02813	1.02933	1.02800	1.02886	1868
2024.05.07	22:00:00	1.02886	1.02977	1.02704	1.02828	656
2024.05.07	23:00:00	1.02828	1.02851	1.02725	1.02822	4307
2024.05.08	00:00:00	1.02822	1.02835	1.02703	1.02710	1037
2024.05.08	01:00:00	1.02710	1.02747	1.02614	1.02628	928
2024.05.08	02:00:00	1.02628	1.02701	1.02584	1.02687	4055
2024.05.08	03:00:00	1.02687	1.02736	1.02635	1.02653	3549
2024.05.08	04:00:00	1.02653	1.02695	1.02550	1.02580	1073
2024.05.08	05:00:00	1.02580	1.02594	1.02563	1.02589	2039
2024.05.08	06:00:00	1.02589	1.02624	1.02502	1.02552	3499
2024.05.08	07:00:00	1.02552	1.02586	1.02506	1.02518	3464
2024.05.08	08:00:00	1.02518	1.02561	1.02460	1.02558	2130
2024.05.08	09:00:00	1.02558	1.02586	1.02455	1.02481	2355
2024.05.08	10:00:00	1.02481	1.02507	1.02391	1.02421	858
2024.05.08	11:00:00	1.02421	1.02458	1.02372	1.02425	540
2024.05.08	12:00:00	1.02425	1.02481	1.02407	1.02479	4853
2024.05.08	13:00:00	1.02479	1.02592	1.02463	1.02550	1540
2024.05.08	14:00:00	1.02550	1.02618	1.02489	1.02504	4671
2024.05.08	15:00:00	1.02504	1.02590	1.02502	1.02557	690
2024.05.08	16:00:00	1.02557	1.02579	1.02441	1.02503	4954
2024.05.08	17:00:00	1.02503	1.02624	1.02482	1.02611	2422
2024.05.08	18:00:00	1.02611	1.02660	1.02527	1.02536	4127
2024.05.08	19:00:00	1.02536	1.02665	1.02527	1.02612	4280
2024.05.08	20:00:00	1.02612	1.02614	1.02521	1.02567	2083
2024.05.08	21:00:00	1.02567	1.02693	1.02493	1.02686	3820
2024.05.08	22:00:00	1.02686	1.02732	1.02625	1.02717	2003
2024.05.08	23:00:00	1.02717	1.02767	1.02613	1.02649	4050
2024.05.09	00:00:00	1.02649	1.02703	1.02606	1.02612	4815
2024.05.09	01:00:00	1.02612	1.02678	1.02587	1.02655	4132
2024.05.09	02:00:00	1.02655	1.02756	1.02654	1.02715	3775
2024.05.09	03:00:00	1.02715	1.02722	1.02682	1.02705	2173
2024.05.09	04:00:00	1.02705	1.02711	1.02670	1.02703	989
2024.05.09	05:00:00	1.02703	1.02761	1.02678	1.02744	2777
2024.05.09	06:00:00	1.02744	1.02761	1.02740	1.02747	1083
2024.05.09	07:00:00	1.02747	1.02771	1.02631	1.02663	2788
2024.05.09	08:00:00	1.02663	1.02685	1.02557	1.02607	4410
2024.05.09	09:00:00	1.02607	1.02656	1.02572	1.02617	1009
2024.05.09	10:00:00	1.02617	1.02726	1.02615	1.02686	4554
2024.05.09	11:00:00	1.02686	1.02828	1.02653	1.02781	3191
2024.05.09	12:00:00	1.02781	1.02831	1.02747	1.02824	711
2024.05.09	13:00:00	1.02824	1.02896	1.02797	1.02836	3740
2024.05.09	14:00:00	1.02836	1.02882	1.02826	1.02878	500
2024.05.09	15:00:00	1.02878	1.02885	1.02810	1.02831	3249
2024.05.09	16:00:00	1.02831	1.02877	1.02760	1.02817	2783
2024.05.09	17:00:00	1.02817	1.02831	1.02741	1.02761	3856
2024.05.09	18:00:00	1.02761	1.02817	1.02669	1.02679	2193
2024.05.09	19:00:00	1.02679	1.02718	1.02643	1.02694	1035
2024.05.09	20:00:00	1.02694	1.02707	1.02677	1.02700	2241
2024.05.09	21:00:00	1.02700	1.02803	1.02688	1.02738	3926
2024.05.09	22:00:00	1.02738	1.02780	1.02709	1.02766	4791
2024.05.09	23:00:00	1.02766	1.02778	1.02764	1.02776	1436
2024.05.10	00:00:00	1.02776	1.02826	1.02760	1.02805	2081
2024.05.10	01:00:00	1.02805	1.02821	1.02763	1.02797	4445
2024.05.10	02:00:00	1.02797	1.02850	1.02788	1.02818	1908
2024.05.10	03:00:00	1.02818	1.02849	1.02749	1.02768	1602
2024.05.10	04:00:00	1.02768	1.02807	1.02737	1.02785	4241
2024.05.10	05:00:00	1.02785	1.02822	1.02719	1.02821	2713
2024.05.10	06:00:00	1.02821	1.02827	1.02714	1.02775	3124
2024.05.10	07:00:00	1.02775	1.02783	1.02756	1.02773	2692
2024.05.10	08:00:00	1.02773	1.02790	1.02677	1.02730	3212
2024.05.10	09:00:00	1.02730	1.02744	1.02678	1.02692	1709
2024.05.10	10:00:00	1.02692	1.02792	1.02551	1.02618	3793
2024.05.10	11:00:00	1.02618	1.02721	1.02562	1.02690	2127
2024.05.10	12:00:00	1.02690	1.02773	1.02679	1.02751	2856
2024.05.10	13:00:00	1.02751	1.02911	1.02666	1.02779	1335
2024.05.10	14:00:00	1.02779	1.02912	1.02763	1.02895	550
2024.05.10	15:00:00	1.02895	1.02951	1.02864	1.02879	3065
2024.05.10	16:00:00	1.02879	1.03094	1.02872	1.03061	1124
2024.05.10	17:00:00	1.03061	1.03097	1.03024	1.03042	4608
2024.05.10	18:00:00	1.03042	1.03089	1.02974	1.03052	4816
2024.05.10	19:00:00	1.03052	1.03061	1.03001	1.03022	1924
2024.05.10	20:00:00	1.03022	1.03058	1.02992	1.03040	1799
2024.05.10	21:00:00	1.03040	1.03151	1.02985	1.03087	2786
2024.05.10	22:00:00	1.03087	1.03109	1.03070	1.03075	1418
2024.05.10	23:00:00	1.03075	1.03218	1.03018	1.03179	4378
2024.05.11	00:00:00	1.03179	1.03206	1.03161	1.03189	958
2024.05.11	01:00:00	1.03189	1.03218	1.03153	1.03201	2536
2024.05.11	02:00:00	1.03201	1.03225	1.03096	1.03139	1350
2024.05.11	03:00:00	1.03139	1.03208	1.03119	1.03160	4240
2024.05.11	04:00:00	1.03160	1.03165	1.03131	1.03146	1149
2024.05.11	05:00:00	1.03146	1.03219	1.03040	1.03104	2508
2024.05.11	06:00:00	1.03104	1.03138	1.03045	1.03051	4251
2024.05.11	07:00:00	1.03051	1.03219	1.03002	1.03211	2481
2024.05.11	08:00:00	1.03211	1.03221	1.03172	1.03189	1330
2024.05.11	09:00:00	1.03189	1.03195	1.03005	1.03094	1207
2024.05.11	10:00:00	1.03094	1.03144	1.03008	1.03046	3221
2024.05.11	11:00:00	1.03046	1.03049	1.03032	1.03037	1062
2024.05.11	12:00:00	1.03037	1.03075	1.02909	1.03066	2098
2024.05.11	13:00:00	1.03066	1.03112	1.03029	1.03095	3251
2024.05.11	14:00:00	1.03095	1.03145	1.03048	1.03132	2207
2024.05.11	15:00:00	1.03132	1.03133	1.03025	1.03087	4223
2024.05.11	16:00:00	1.03087	1.03134	1.03077	1.03103	3595
2024.05.11	17:00:00	1.03103	1.03129	1.02989	1.03043	1109
2024.05.11	18:00:00	1.03043	1.03050	1.02990	1.03000	4176
2024.05.11	19:00:00	1.03000	1.03054	1.02936	1.02938	4595
2024.05.11	20:00:00	1.02938	1.03010	1.02847	1.02859	1410
2024.05.11	21:00:00	1.02859	1.02926	1.02816	1.02920	2114
2024.05.11	22:00:00	1.02920	1.02961	1.02897	1.02957	2278
2024.05.11	23:00:00	1.02957	1.03026	1.02944	1.03013	2413
2024.05.12	00:00:00	1.03013	1.03032	1.02977	1.03010	2587
2024.05.12	01:00:00	1.03010	1.03114	1.02951	1.03053	4525
2024.05.12	02:00:00	1.03053	1.03108	1.02909	1.02939	3430
2024.05.12	03:00:00	1.02939	1.03005	1.02937	1.02987	4533
2024.05.12	04:00:00	1.02987	1.02997	1.02962	1.02993	2077
2024.05.12	05:00:00	1.02993	1.03051	1.02936	1.03026	2861
2024.05.12	06:00:00	1.03026	1.03048	1.03018	1.03045	978
2024.05.12	07:00:00	1.03045	1.03052	1.02966	1.02979	1745
2024.05.12	08:00:00	1.02979	1.02992	1.02846	1.02881	3127
2024.05.12	09:00:00	1.02881	1.02898	1.02819	1.02832	1273
2024.05.12	10:00:00	1.02832	1.02872	1.02820	1.02861	4821
2024.05.12	11:00:00	1.02861	1.02907	1.02851	1.02899	1722
2024.05.12	12:00:00	1.02899	1.02923	1.02806	1.02809	1226
2024.05.12	13:00:00	1.02809	1.02834	1.02722	1.02744	4012
2024.05.12	14:00:00	1.02744	1.02772	1.02671	1.02694	905
2024.05.12	15:00:00	1.02694	1.02730	1.02636	1.02667	1960
2024.05.12	16:00:00	1.02667	1.02690	1.02561	1.02578	1394
2024.05.12	17:00:00	1.02578	1.02599	1.02364	1.02485	3625
2024.05.12	18:00:00	1.02485	1.02528	1.02405	1.02430	4294
2024.05.12	19:00:00	1.02430	1.02470	1.02384	1.02430	1378
2024.05.12	20:00:00	1.02430	1.02469	1.02304	1.02352	2372
2024.05.12	21:00:00	1.02352	1.02380	1.02322	1.02340	2653
2024.05.12	22:00:00	1.02340	1.02450	1.02317	1.02400	3609
2024.05.12	23:00:00	1.02400	1.02423	1.02313	1.02315	2084
2024.05.13	00:00:00	1.02315	1.02322	1.02273	1.02297	2853
2024.05.13	01:00:00	1.02297	1.02395	1.02281	1.02355	2766
2024.05.13	02:00:00	1.02355	1.02388	1.02320	1.02324	551
2024.05.13	03:00:00	1.02324	1.02358	1.02267	1.02284	3064
2024.05.13	04:00:00	1.02284	1.02380	1.02266	1.02350	3055
2024.05.13	05:00:00	1.02350	1.02371	1.02286	1.02326	4959
2024.05.13	06:00:00	1.02326	1.02392	1.02280	1.02389	2795
2024.05.13	07:00:00	1.02389	1.02431	1.02386	1.02410	4549
2024.05.13	08:00:00	1.02410	1.02443	1.02377	1.02389	2071
2024.05.13	09:00:00	1.02389	1.02470	1.02332	1.02418	3631
2024.05.13	10:00:00	1.02418	1.02469	1.02388	1.02438	4557
2024.05.13	11:00:00	1.02438	1.02529	1.02408	1.02501	1191
2024.05.13	12:00:00	1.02501	1.02502	1.02428	1.02467	3051
2024.05.13	13:00:00	1.02467	1.02482	1.02455	1.02470	4635
2024.05.13	14:00:00	1.02470	1.02515	1.02440	1.02466	3002
2024.05.13	15:00:00	1.02466	1.02516	1.02378	1.02509	4516
2024.05.13	16:00:00	1.02509	1.02526	1.02434	1.02446	2389
2024.05.13	17:00:00	1.02446	1.02547	1.02404	1.02509	4490
2024.05.13	18:00:00	1.02509	1.02597	1.02447	1.02537	3329
2024.05.13	19:00:00	1.02537	1.02600	1.02386	1.02456	2655
2024.05.13	20:00:00	1.02456	1.02546	1.02386	1.02531	1467
2024.05.13	21:00:00	1.02531	1.02672	1.02494	1.02668	1268
2024.05.13	22:00:00	1.02668	1.02765	1.02639	1.02730	1799
2024.05.13	23:00:00	1.02730	1.02844	1.02717	1.02818	3894
2024.05.14	00:00:00	1.02818	1.02826	1.02769	1.02823	2606
2024.05.14	01:00:00	1.02823	1.02846	1.02669	1.02721	2248
2024.05.14	02:00:00	1.02721	1.02728	1.02528	1.02607	2600
2024.05.14	03:00:00	1.02607	1.02654	1.02520	1.02623	2050
2024.05.14	04:00:00	1.02623	1.02627	1.02574	1.02586	4132
2024.05.14	05:00:00	1.02586	1.02637	1.02512	1.02530	2258
2024.05.14	06:00:00	1.02530	1.02552	1.02518	1.02526	2624
2024.05.14	07:00:00	1.02526	1.02602	1.02508	1.02564	3015
2024.05.14	08:00:00	1.02564	1.02601	1.02414	1.02475	3408
2024.05.14	09:00:00	1.02475	1.02488	1.02414	1.02447	2000
2024.05.14	10:00:00	1.02447	1.02583	1.02443	1.02540	829
2024.05.14	11:00:00	1.02540	1.02585	1.02383	1.02474	3604
2024.05.14	12:00:00	1.02474	1.02555	1.02462	1.02527	3020
2024.05.14	13:00:00	1.02527	1.02543	1.02483	1.02498	3414
2024.05.14	14:00:00	1.02498	1.02578	1.02485	1.02531	2946
2024.05.14	15:00:00	1.02531	1.02665	1.02509	1.02599	2789
2024.05.14	16:00:00	1.02599	1.02646	1.02559	1.02644	4768
2024.05.14	17:00:00	1.02644	1.02774	1.02571	1.02700	742
2024.05.14	18:00:00	1.02700	1.02712	1.02624	1.02629	915
2024.05.14	19:00:00	1.02629	1.02742	1.02617	1.02698	4714
2024.05.14	20:00:00	1.02698	1.02736	1.02590	1.02645	4490
2024.05.14	21:00:00	1.02645	1.02678	1.02643	1.02661	2352
2024.05.14	22:00:00	1.02661	1.02771	1.02650	1.02677	2932
2024.05.14	23:00:00	1.02677	1.02752	1.02659	1.02707	2522
2024.05.15	00:00:00	1.02707	1.02747	1.02621	1.02728	4987
2024.05.15	01:00:00	1.02728	1.02781	1.02649	1.02676	2552
2024.05.15	02:00:00	1.02676	1.02693	1.02544	1.02593	3919
2024.05.15	03:00:00	1.02593	1.02683	1.02590	1.02647	2142
2024.05.15	04:00:00	1.02647	1.02678	1.02614	1.02658	2215
2024.05.15	05:00:00	1.02658	1.02768	1.02643	1.02729	3535
2024.05.15	06:00:00	1.02729	1.02748	1.02680	1.02726	2295
2024.05.15	07:00:00	1.02726	1.02765	1.02618	1.02640	562
2024.05.15	08:00:00	1.02640	1.02703	1.02594	1.02699	1278
2024.05.15	09:00:00	1.02699	1.02703	1.02663	1.02676	4430
2024.05.15	10:00:00	1.02676	1.02710	1.02660	1.02697	2150
2024.05.15	11:00:00	1.02697	1.02764	1.02586	1.02657	960
2024.05.15	12:00:00	1.02657	1.02788	1.02645	1.02759	4726
2024.05.15	13:00:00	1.02759	1.02814	1.02696	1.02705	4998
2024.05.15	14:00:00	1.02705	1.02746	1.02635	1.02684	2748
2024.05.15	15:00:00	1.02684	1.02693	1.02664	1.02691	3326
2024.05.15	16:00:00	1.02691	1.02738	1.02613	1.02623	3897
2024.05.15	17:00:00	1.02623	1.02689	1.02614	1.02644	798
2024.05.15	18:00:00	1.02644	1.02760	1.02597	1.02743	1835
2024.05.15	19:00:00	1.02743	1.02765	1.02707	1.02713	3030
2024.05.15	20:00:00	1.02713	1.02754	1.02680	1.02737	2973
2024.05.15	21:00:00	1.02737	1.02759	1.02500	1.02568	1990
2024.05.15	22:00:00	1.02568	1.02592	1.02501	1.02565	507
2024.05.15	23:00:00	1.02565	1.02640	1.02455	1.02546	4788
2024.05.16	00:00:00	1.02546	1.02565	1.02464	1.02496	3265
2024.05.16	01:00:00	1.02496	1.02585	1.02469	1.02562	3899
2024.05.16	02:00:00	1.02562	1.02589	1.02506	1.02542	2467
2024.05.16	03:00:00	1.02542	1.02601	1.02504	1.02531	2781
2024.05.16	04:00:00	1.02531	1.02550	1.02486	1.02508	2500
2024.05.16	05:00:00	1.02508	1.02549	1.02385	1.02390	2433
2024.05.16	06:00:00	1.02390	1.02414	1.02263	1.02321	3518
2024.05.16	07:00:00	1.02321	1.02466	1.02253	1.02380	4981
2024.05.16	08:00:00	1.02380	1.02390	1.02218	1.02250	3998
2024.05.16	09:00:00	1.02250	1.02280	1.02190	1.02203	3503
2024.05.16	10:00:00	1.02203	1.02249	1.02125	1.02179	554
2024.05.16	11:00:00	1.02179	1.02324	1.02168	1.02286	2812
2024.05.16	12:00:00	1.02286	1.02351	1.02270	1.02333	4800
2024.05.16	13:00:00	1.02333	1.02383	1.02293	1.02299	2290
2024.05.16	14:00:00	1.02299	1.02380	1.02259	1.02379	2972
2024.05.16	15:00:00	1.02379	1.02441	1.02326	1.02333	1960
2024.05.16	16:00:00	1.02333	1.02417	1.02289	1.02395	1360
2024.05.16	17:00:00	1.02395	1.02411	1.02271	1.02312	3674
2024.05.16	18:00:00	1.02312	1.02439	1.02290	1.02378	1910
2024.05.16	19:00:00	1.02378	1.02402	1.02296	1.02353	3145
2024.05.16	20:00:00	1.02353	1.02395	1.02224	1.02290	3170
2024.05.16	21:00:00	1.02290	1.02361	1.02200	1.02276	4316
2024.05.16	22:00:00	1.02276	1.02327	1.02213	1.02293	4721
2024.05.16	23:00:00	1.02293	1.02301	1.02215	1.02263	2991
2024.05.17	00:00:00	1.02263	1.02312	1.02238	1.02297	726
2024.05.17	01:00:00	1.02297	1.02331	1.02209	1.02261	3120
2024.05.17	02:00:00	1.02261	1.02310	1.02252	1.02299	4480
2024.05.17	03:00:00	1.02299	1.02335	1.02289	1.02326	2648
2024.05.17	04:00:00	1.02326	1.02336	1.02291	1.02323	3041
2024.05.17	05:00:00	1.02323	1.02325	1.02240	1.02296	3931
2024.05.17	06:00:00	1.02296	1.02308	1.02250	1.02305	2475
2024.05.17	07:00:00	1.02305	1.02345	1.02273	1.02339	2367
2024.05.17	08:00:00	1.02339	1.02489	1.02285	1.02465	2669
2024.05.17	09:00:00	1.02465	1.02545	1.02449	1.02523	4333
2024.05.17	10:00:00	1.02523	1.02588	1.02417	1.02583	2695
2024.05.17	11:00:00	1.02583	1.02775	1.02533	1.02773	1971
2024.05.17	12:00:00	1.02773	1.02823	1.02755	1.02805	3185
2024.05.17	13:00:00	1.02805	1.02848	1.02790	1.02835	3616
2024.05.17	14:00:00	1.02835	1.02951	1.02813	1.02879	4607
2024.05.17	15:00:00	1.02879	1.02908	1.02772	1.02816	4518
2024.05.17	16:00:00	1.02816	1.02827	1.02751	1.02789	4024
2024.05.17	17:00:00	1.02789	1.02823	1.02739	1.02758	3960
2024.05.17	18:00:00	1.02758	1.02863	1.02738	1.02798	2521
2024.05.17	19:00:00	1.02798	1.02798	1.02762	1.02787	2041
2024.05.17	20:00:00	1.02787	1.02802	1.02780	1.02795	3032
2024.05.17	21:00:00	1.02795	1.02882	1.02742	1.02863	3678
2024.05.17	22:00:00	1.02863	1.02916	1.02857	1.02916	2833
2024.05.17	23:00:00	1.02916	1.02964	1.02805	1.02906	1431
2024.05.18	00:00:00	1.02906	1.02913	1.02802	1.02864	566
2024.05.18	01:00:00	1.02864	1.02972	1.02852	1.02935	761
2024.05.18	02:00:00	1.02935	1.02993	1.02840	1.02982	2417
2024.05.18	03:00:00	1.02982	1.03085	1.02811	1.02883	4061
2024.05.18	04:00:00	1.02883	1.02928	1.02814	1.02864	4054
2024.05.18	05:00:00	1.02864	1.02933	1.02855	1.02874	4136
2024.05.18	06:00:00	1.02874	1.02955	1.02803	1.02922	3690
2024.05.18	07:00:00	1.02922	1.03031	1.02914	1.02978	603
2024.05.18	08:00:00	1.02978	1.03051	1.02950	1.02996	4475
2024.05.18	09:00:00	1.02996	1.03059	1.02982	1.03032	4765
2024.05.18	10:00:00	1.03032	1.03054	1.03012	1.03036	4323
2024.05.18	11:00:00	1.03036	1.03078	1.02991	1.02994	2506
2024.05.18	12:00:00	1.02994	1.03040	1.02952	1.02978	1466
2024.05.18	13:00:00	1.02978	1.02982	1.02949	1.02979	4573
2024.05.18	14:00:00	1.02979	1.03079	1.02913	1.02977	1333
2024.05.18	15:00:00	1.02977	1.02992	1.02825	1.02861	4046
2024.05.18	16:00:00	1.02861	1.02940	1.02835	1.02836	4844
2024.05.18	17:00:00	1.02836	1.02846	1.02828	1.02840	4552
2024.05.18	18:00:00	1.02840	1.02893	1.02757	1.02822	2844
2024.05.18	19:00:00	1.02822	1.02890	1.02768	1.02807	4250
2024.05.18	20:00:00	1.02807	1.02878	1.02759	1.02837	4238
2024.05.18	21:00:00	1.02837	1.02857	1.02762	1.02771	4882
2024.05.18	22:00:00	1.02771	1.02812	1.02659	1.02670	2121
2024.05.18	23:00:00	1.02670	1.02720	1.02614	1.02649	3330
2024.05.19	00:00:00	1.02649	1.02723	1.02648	1.02696	4177
2024.05.19	01:00:00	1.02696	1.02808	1.02641	1.02800	1522
2024.05.19	02:00:00	1.02800	1.02850	1.02796	1.02848	1514
2024.05.19	03:00:00	1.02848	1.02871	1.02743	1.02758	2253
2024.05.19	04:00:00	1.02758	1.02832	1.02731	1.02743	2120
2024.05.19	05:00:00	1.02743	1.02811	1.02707	1.02759	3883
2024.05.19	06:00:00	1.02759	1.02784	1.02746	1.02770	4711
2024.05.19	07:00:00	1.02770	1.02825	1.02749	1.02803	1206
2024.05.19	08:00:00	1.02803	1.02828	1.02738	1.02747	1963
2024.05.19	09:00:00	1.02747	1.02806	1.02735	1.02751	4684
2024.05.19	10:00:00	1.02751	1.02781	1.02675	1.02777	3176
2024.05.19	11:00:00	1.02777	1.02913	1.02739	1.02828	1423
2024.05.19	12:00:00	1.02828	1.02830	1.02735	1.02778	3216
2024.05.19	13:00:00	1.02778	1.02786	1.02711	1.02757	4441
2024.05.19	14:00:00	1.02757	1.02798	1.02564	1.02590	2182
2024.05.19	15:00:00	1.02590	1.02596	1.02524	1.02552	2676
2024.05.19	16:00:00	1.02552	1.02566	1.02499	1.02520	3261
2024.05.19	17:00:00	1.02520	1.02573	1.02408	1.02457	4282
2024.05.19	18:00:00	1.02457	1.02494	1.02378	1.02467	3040
2024.05.19	19:00:00	1.02467	1.02490	1.02439	1.02464	4812
2024.05.19	20:00:00	1.02464	1.02480	1.02304	1.02325	3897
2024.05.19	21:00:00	1.02325	1.02357	1.02282	1.02338	2399
2024.05.19	22:00:00	1.02338	1.02388	1.02277	1.02281	2693
2024.05.19	23:00:00	1.02281	1.02313	1.02222	1.02311	3634
2024.05.20	00:00:00	1.02311	1.02314	1.02223	1.02232	817
2024.05.20	01:00:00	1.02232	1.02252	1.02186	1.02234	1520
2024.05.20	02:00:00	1.02234	1.02253	1.02214	1.02217	1572
2024.05.20	03:00:00	1.02217	1.02289	1.02197	1.02235	4103
2024.05.20	04:00:00	1.02235	1.02269	1.02188	1.02243	4201
2024.05.20	05:00:00	1.02243	1.02271	1.02201	1.02227	4189
2024.05.20	06:00:00	1.02227	1.02252	1.02096	1.02133	974
2024.05.20	07:00:00	1.02133	1.02188	1.01990	1.02043	1828
2024.05.20	08:00:00	1.02043	1.02078	1.01964	1.02007	1904
2024.05.20	09:00:00	1.02007	1.02015	1.01992	1.02006	608
2024.05.20	10:00:00	1.02006	1.02036	1.01881	1.01969	1660
2024.05.20	11:00:00	1.01969	1.02050	1.01944	1.02008	2440
2024.05.20	12:00:00	1.02008	1.02082	1.01954	1.01990	4485
2024.05.20	13:00:00	1.01990	1.02044	1.01901	1.01931	1265
2024.05.20	14:00:00	1.01931	1.01942	1.01854	1.01914	4371
2024.05.20	15:00:00	1.01914	1.01931	1.01880	1.01928	4183
2024.05.20	16:00:00	1.01928	1.01980	1.01908	1.01948	1212
2024.05.20	17:00:00	1.01948	1.02066	1.01907	1.02063	1674
